#START7777
#--------------------------------------------------------------------------------------------------
#  WD1    : 1분 평균 풍향 (degree) : 0-N, 90-E, 180-S, 270-W, 360-무풍 
#  WS1    : 1분 평균 풍속 (m/s) 
#  WDS    : 최대 순간 풍향 (degree) 
#  WSS    : 최대 순간 풍속 (m/s) 
#  WD10   : 10분 평균 풍향 (degree) 
#  WS10   : 10분 평균 풍속 (m/s) 
#  TA     : 1분 평균 기온 (C) 
#  RE     : 강수감지 (0-무강수, 0이 아니면-강수) 
#  RN-15m : 15분 누적 강수량 (mm) 
#  RN-60m : 60분 누적 강수량 (mm) 
#  RN-12H : 12시간 누적 강수량 (mm) 
#  RN-DAY : 일 누적 강수량 (mm) 
#  HM     : 1분 평균 상대습도 (%) 
#  PA     : 1분 평균 현지기압 (hPa) 
#  PS     : 1분 평균 해면기압 (hPa) 
#  TD     : 이슬점온도 (C) 
#  *) -50 이하면 관측이 없거나, 에러처리된 것을 표시 
#--------------------------------------------------------------------------------------------------
# YYMMDDHHMI   STN    WD1    WS1    WDS    WSS   WD10   WS10     TA     RE RN-15m RN-60m RN-12H RN-DAY     HM     PA     PS     TD
#        KST    ID    deg    m/s    deg    m/s    deg    m/s      C      1     mm     mm     mm     mm      %    hPa    hPa     C
202604201645   129  269.4    7.3  281.7    8.9  288.2    6.3   10.6    0.0    0.0    0.0    0.3    0.3   50.0 1009.7 1012.8    0.6
202604201645   130  258.1    2.8  290.6    4.1  248.7    2.8   22.7    0.0    0.0    0.0    0.0    0.0   46.8  999.5 1005.1   10.8
202604201645   131  281.9    1.8  312.3    2.5  278.8    1.5   14.1    0.0    0.0    0.0    0.3    0.3   75.2 1003.5 1010.5    9.8
202604201645   133  299.2    3.1  270.9    5.5  310.0    3.2   13.4    0.0    0.0    0.0    0.2    0.2   75.9 1003.5 1011.6    9.2
202604201645   135  242.4    0.0  244.8    0.0  257.2    2.0   13.8    1.0    0.0    0.4    0.4    0.4   85.8  981.0 1009.8   11.5
202604201645   136  307.1    3.9  309.6    6.3  275.6    4.4   18.3    0.0    0.0    0.0    0.0    0.0   63.2  992.2 1008.6   11.2
202604201645   137  264.8    3.4  239.1    5.7  268.3    3.7   16.6    0.0    0.0    0.0    0.0    0.0   75.8  997.0 1008.3   12.3
202604201645   138  238.5    2.4  228.9    3.6  237.3    2.2   20.6    0.0    0.0    0.0    0.0    0.0   56.0 1006.4 1006.9   11.5
202604201645   140  297.4    6.5  274.0    7.0  279.0    4.9   10.1    0.0    0.0    0.0    0.4    0.4   73.8 1010.9 1014.3    5.6
202604201645   143  297.1    2.8  289.8    4.1  296.5    3.7   20.9    0.0    0.0    0.0    0.0    0.0   53.8 1001.1 1007.4   11.2
202604201645   146  237.1    3.0  218.2    4.5  232.4    4.1   10.0    0.0    0.0    0.0    1.2    1.2   87.8 1006.1 1013.4    8.1
202604201645   151  320.0    3.8  330.0    4.7  310.0    4.1   21.0  -99.7    0.0    0.0    0.0    0.0   71.0 1006.8 1007.8   15.5
202604201645   152  297.4    2.7  261.4    3.5  283.8    2.6   20.1    0.0    0.0    0.0    0.0    0.0   71.0  997.5 1006.9   14.7
202604201645   155  225.0    0.8  272.0    1.3  199.0    1.7   20.6    0.0    0.0    0.0    0.0    0.0   69.8 1004.4 1008.5   14.9
202604201645   156  237.2    2.8  218.8    4.0  251.8    2.3   12.9    0.0    0.0    0.0    0.0    0.0   82.8 1003.5 1011.9   10.0
202604201645   159  248.4    4.5  240.0    6.2  269.3    5.4   19.2  -99.2    0.0    0.0    0.0    0.0   71.2 1000.2 1008.3   13.9
202604201645   160  282.9    1.8  267.2    2.3  273.6    1.3   15.3    0.0    0.0    0.0    0.0    0.0   91.1  949.8 1008.5   13.9
202604201645   162  249.9    4.5  250.4    5.9  255.6    4.1   19.5    0.0    0.0    0.0    0.0    0.0   69.1 1004.9 1008.5   13.7
202604201645   163  340.0    7.0   10.0   10.4  340.0    6.5   11.5  -99.7    0.0    0.0    0.0    0.0   82.0 1013.0 1014.2    8.5
202604201645   165  293.3    6.8   35.8    8.5  325.2    8.6   10.9    0.0    0.0    0.0    0.0    0.0   78.4 1008.4 1013.8    7.3
202604201645   167  320.0    3.8  340.0    4.8  310.0    4.4   19.9  -99.7    0.0    0.0    0.0    0.0   67.0 1009.5 1010.6   13.6
202604201645   168  292.4    8.9  296.0   10.7  298.0    7.0   19.6    0.0    0.0    0.0    0.0    0.0   65.2 1002.3 1010.0   12.9
202604201645   169  336.0   10.5  343.0   12.1  336.6   10.7   11.0    0.0    0.0    0.0    0.0    0.0   82.3 1005.3 1014.4    8.1
202604201645   170  283.0    5.0  304.0    6.8  293.2    5.5   15.4    0.0    0.0    0.0    0.0    0.0   74.2 1007.9 1012.1   10.8
202604201645   172  302.8    5.3  298.5    7.9  305.8    4.9   10.1    0.0    0.0    0.0    0.3    0.3   92.4 1007.5 1013.9    8.9
202604201645   174  317.4    4.0  333.1    6.4  316.7    3.8   15.5    0.0    0.0    0.0    0.3    0.3   79.6  990.3 1009.7   12.0
202604201645   175  332.5    8.3  337.7   13.1  328.4    9.1    8.1    0.0    0.0    0.0    0.0    0.0   99.9  957.1 1013.9    8.1
202604201645   177  237.9    1.9  256.7    4.2  238.9    3.5   12.4    0.0    0.0    0.0    0.1    0.1   49.6 1007.8 1011.1    2.2
202604201645   181  226.3    2.6  231.0    3.5  279.0    2.3   13.2    0.0    0.0    0.0    0.2    0.2   74.8 1007.1 1011.1    8.8
202604201645   182  260.0    2.5  280.0    3.8  280.0    3.6   13.5  -99.7    0.0    0.0    0.0    0.0   91.0 1011.2 1014.2   12.1
202604201645   184  287.1    4.3  289.1    6.0  297.0    3.7   14.0    0.0    0.0    0.6    0.6    0.6   88.9 1011.0 1013.5   12.2
202604201645   185  346.4   10.5  343.6   13.0  337.2   11.2   12.9    0.0    0.0    0.0    0.0    0.0   88.3 1004.9 1013.5   11.0
202604201645   188  295.2    6.0  284.4    7.3  284.8    5.6   18.3    0.0    0.0    0.0    1.2    1.2   74.4 1009.7 1012.1   13.7
202604201645   189   51.0    2.2   90.0    3.6   32.0    2.1   22.1    0.0    0.0    0.0    0.0    0.0   63.6 1005.5 1011.5   14.9
202604201645   192  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9
202604201645   201  261.3    4.0  284.2    6.2  262.3    4.3   14.0    0.0    0.0    0.0    0.1    0.1   34.8 1005.5 1011.2   -1.3
202604201645   202  271.7    2.8  258.8    4.2  258.0    3.2   13.9    0.0    0.0    0.0    0.2    0.2   69.4 1004.0 1009.6    8.4
202604201645   203  202.7    4.5  177.3    6.6  214.7    2.7   13.2    0.0    0.0    0.0    0.1    0.1   75.2 1000.9 1010.5    8.9
202604201645   211  166.9    3.9  168.8    7.8  181.3    3.4   14.7    0.0    0.0    0.0    2.0    2.0   73.3  982.7 1006.4   10.0
202604201645   212  192.8    2.0  213.8    4.4  223.0    1.8   15.0    0.0    0.0    0.0    0.2    0.2   69.2  991.9 1008.4    9.4
202604201645   216  217.0    2.7  287.0    4.7  199.4    2.3   14.6    1.0    0.0    0.0    0.0    0.0   71.0  924.5 1005.3    9.4
202604201645   217  204.4    2.7  207.7    5.6  190.6    3.6   14.9    0.0    0.0    0.2    0.2    0.2   73.8  970.9 1007.2   10.3
202604201645   221  247.1    2.8  222.3    3.8  248.0    3.9   13.2    0.0    0.0    0.4    1.3    1.3   82.1  977.8 1008.9   10.2
202604201645   226  298.5    2.7  301.2    3.3  299.2    2.4   14.0    0.0    0.0    0.2    0.5    0.5   83.8  990.2 1010.4   11.3
202604201645   229  303.4   11.2  303.5   14.0  306.5   11.8    8.2    0.0    0.0    0.0    0.0    0.0   56.7 1000.1 1012.8    0.1
202604201645   230  278.0    8.5  278.8   10.9  278.7    7.9    9.7    0.0    0.0    0.0    0.0    0.0   61.0 1011.9 1013.4    2.5
202604201645   232  258.9    3.1  267.3    4.4  263.1    2.7   11.7    0.0    0.0    0.0    0.4    0.4   78.3 1001.4 1011.6    8.1
202604201645   235  334.0    1.2  152.0    4.4  327.0    1.1   10.6    0.0    0.0    0.0    0.3    0.3   71.7 1011.8 1013.0    5.7
202604201645   236  285.5    2.7  304.0    3.5  269.2    2.4   12.8    0.0    0.0    0.0    0.0    0.0   57.2 1011.1 1012.7    4.5
202604201645   238  256.3    2.5  244.8    4.0  240.8    1.9   13.5    0.0    0.0    0.0    0.5    0.5   85.6  990.4 1010.5   11.1
202604201645   239  214.0    0.0   30.4    0.8  211.9    1.2   11.9    0.0    0.0    0.0    0.2    0.2   81.0 1000.3 1011.0    8.7
202604201645   243  305.1    4.4  301.2    6.0  302.0    3.5   10.6    0.0    0.0    0.0    0.2    0.2   69.3 1012.7 1014.2    5.2
202604201645   244  335.7    2.5  337.7    3.5  344.8    2.3   11.5    0.0    0.0    0.0    0.0    0.0   84.8  982.8 1012.2    9.0
202604201645   245  316.0    3.5  335.0    4.3  331.0    3.6   10.5    0.0    0.0    0.0    0.3    0.3   80.2 1005.8 1014.1    7.2
202604201645   247  321.3    1.4  222.3    3.5  328.8    1.6   13.4    0.0    0.0    0.0    0.0    0.0   77.5  995.8 1011.7    9.5
202604201645   248  347.2    1.9  315.2    3.4  318.2    2.1   13.1    0.0    0.0    0.0    0.0    0.0   88.2  963.7 1011.2   11.2
202604201645   251  324.1    4.9  326.5    7.2  314.1    3.6   11.1    0.0    0.0    0.0    0.8    0.8   82.4 1006.5 1013.6    8.2
202604201645   252  -99.7    3.2  323.3    5.8  334.6    3.4   10.1    0.0    0.0    0.0    0.0    0.0   77.4 1009.8 1014.3    6.3
202604201645   253  302.2    1.8  304.0    2.8  261.9    2.5   20.5    0.0    0.0    0.0    0.0    0.0   68.2 1002.6 1008.9   14.4
202604201645   254  323.5    2.2   97.7    3.4  331.5    3.5   12.9    0.0    0.0    0.0    0.0    0.0   76.3  997.3 1012.7    8.8
202604201645   255  179.6    2.2  173.8    2.8  181.7    1.4   19.3    1.0    0.0    0.0    0.0    0.0   79.6 1002.4 1008.3   15.7
202604201645   257  213.3    3.4  201.3    5.0  209.6    3.3   20.5    1.0    0.0    0.0    0.0    0.0   74.0 1006.7 1007.4   15.7
202604201645   258  303.9    4.8  294.7    6.4  297.6    4.3   17.0    0.0    0.0    0.0    0.0    0.0   80.5 1011.5 1011.7   13.6
202604201645   259  280.0    2.5  275.1    4.2  284.7    3.4   14.4    0.0    0.0    0.0    0.0    0.0   77.3 1010.7 1012.6   10.5
202604201645   260  227.6    2.0   17.3    3.2   39.9    3.2   15.0    0.0    0.0    0.0    0.0    0.0   85.5 1006.8 1012.0   12.6
202604201645   261  314.9    2.6  280.7    6.1  297.7    4.6   12.2    0.0    0.0    0.0    0.0    0.0   86.9 1012.1 1014.1   10.1
202604201645   262  344.0    1.7  162.0    4.5   37.0    1.8   17.7    0.0    0.0    0.0    0.0    0.0   76.1 1004.9 1011.0   13.4
202604201645   263  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.2  -99.9  -99.9  -99.9  -99.9
202604201645   264  315.4    4.1  313.0    5.8  329.4    3.9   16.1    1.0  -99.9  -99.9  -99.9  -99.2   73.9  993.0 1010.9   11.4
202604201645   266  209.5    1.7  290.3    5.5  260.7    3.9   19.4    0.0    0.0    0.0    0.0    0.0   73.2 1000.1 1010.4   14.5
202604201645   268  270.8    5.1  302.4    7.6  314.7    4.2   12.0    0.0    0.0    0.0    0.0    0.0   79.8 1011.9 1013.1    8.6
202604201645   269   37.3    2.8   72.3    5.1   46.1    1.8    9.8    0.0    0.0    0.0    0.3    0.3   84.4 1011.5 1014.9    7.3
202604201645   271  292.0    4.9  278.6    8.0  289.8    2.7   17.8    0.0    0.0    0.0    0.0    0.0   62.5  969.3 1006.6   10.5
202604201645   272  231.6    2.0  208.3    4.2  269.3    2.3   16.2    0.0    0.0    0.0    0.0    0.0   80.8  983.0 1007.6   12.9
202604201645   273  297.5    3.3  290.0    4.9  301.4    3.9   16.6    0.0    0.0    0.0    0.0    0.0   75.5  987.7 1007.9   12.3
202604201645   276  262.5    5.8  263.0    9.2  290.7    5.4   18.7    0.0    0.0    0.0    0.0    0.0   63.6  982.7 1006.8   11.7
202604201645   277  302.3    5.1  306.7    6.5  292.6    5.4   21.5    0.0    0.0    0.0    0.0    0.0   52.2 1001.6 1006.3   11.3
202604201645   278  330.3    1.7  340.6    2.5  301.1    1.8   19.1    0.0    0.0    0.0    0.0    0.0   65.1  997.8 1007.3   12.4
202604201645   279  323.5    2.8  321.7    6.2  305.1    3.3   18.1    0.0    0.0    0.0    0.0    0.0   67.2 1003.2 1009.0   11.9
202604201645   281  281.6    2.2  287.1    3.0  293.0    1.9   19.6    0.0    0.0    0.0    0.0    0.0   63.4  996.9 1008.0   12.5
202604201645   283  285.1    3.0  291.4    3.3  287.5    2.7   20.3    0.0    0.0    0.0    0.0    0.0   63.9 1003.0 1007.7   13.3
202604201645   284  295.4    6.0  301.8    7.2  315.3    4.7   17.9    0.0    0.0    0.0    0.0    0.0   70.7  982.3 1008.7   12.5
202604201645   285  240.0    1.2  258.8    1.8  229.8    1.1   20.3    0.0    0.0    0.0    0.0    0.0   63.9 1006.0 1009.1   13.3
202604201645   288  260.1    2.3  271.3    3.4  256.1    3.0   21.5    0.0    0.0    0.0    0.0    0.0   62.6 1005.6 1006.6   14.1
202604201645   289  317.6    4.2  326.5    5.7  314.2    3.3   17.9    0.0    0.0    0.0    0.0    0.0   72.5  994.6 1010.7   12.9
202604201645   294  271.9    1.8  247.6    3.2  236.7    2.3   19.9    0.0    0.0    0.0    0.0    0.0   70.8 1004.3 1009.5   14.4
202604201645   295  294.9    1.9  300.8    2.2  316.7    2.4   20.0    0.0    0.0    0.0    0.0    0.0   64.9 1004.6 1009.9   13.2
202604201645   296  128.9    2.1  209.8    3.5  197.3    3.5   20.3    0.0    0.0    0.0    0.0    0.0   78.5 1007.4 1007.7   16.4
202604201645   300  343.4   10.6  345.1   11.6  340.7   10.1    9.8    0.0    0.0    0.0    0.5    0.5   73.7 1008.5 1013.9    5.3
202604201645   301  316.0    3.2  300.0    5.6  329.4    3.1   10.7    0.0    0.0    0.0    0.0    0.0   80.8 1013.0 1014.1    7.5
202604201645   302    5.0    4.6   17.0    6.1    3.0    4.9   12.0    0.0    0.0    0.0    0.0    0.0   80.7 1013.6 1014.3    8.8
202604201645   303  304.1   13.9  297.9   15.7  310.0   13.3   10.4    0.0    0.0    0.0    0.0    0.0   87.4 1001.2 1014.0    8.4
202604201645   304  352.0    5.4    9.0    6.5  354.6    6.8   15.5    0.0  -99.9  -99.9  -99.9  -99.2   79.4 1009.3 1012.3   12.0
202604201645   305   70.2    3.3   70.1    4.8   70.2    3.7   15.0    0.0    0.0    0.0    0.0    0.0   91.0 1008.9 1013.1   13.5
202604201645   306  249.3    3.6  253.9    6.3  253.6    4.2   19.0    0.0    0.0    0.0    0.0    0.0   70.9 1009.0 1009.4   13.6
202604201645   308  331.6    9.2  333.2   10.1  339.2    8.5   11.3    0.0  -99.9  -99.9  -99.9  -99.2   90.7 1012.0 1013.0    9.8
202604201645   309  270.6    3.4  268.9    5.7  281.4    3.3   14.7    0.0    0.0    0.0    0.0    0.0   26.9 1007.3 1010.3   -4.2
202604201645   310  199.3    2.1  197.1    3.4  128.6    2.9   21.7    0.0    0.0    0.0    0.0    0.0   51.1 1001.8 1003.4   11.2
202604201645   311  169.0    2.4  224.0    3.9  180.7    0.8   15.7    0.0    0.0    0.0    0.0    0.0   70.9  941.0 1010.0   10.4
202604201645   312  200.1    1.8  204.1    2.7  205.1    1.6   18.7    0.0    0.0    0.0    0.0    0.0   60.5  976.8 1006.9   10.9
202604201645   313  345.0    2.8   16.0    3.8  254.1    2.2   19.9    0.0    0.0    0.0    0.0    0.0   67.5 1000.1 1008.2   13.7
202604201645   314  265.3    7.0  269.7    9.7  265.1    6.6    6.0    1.0    0.0    1.0    1.5    1.5   99.6  841.5 1009.6    5.9
202604201645   315  337.0    2.5  103.0    5.1  339.3    1.9    9.6    1.0    0.5    0.5    2.5    2.5   98.4  888.2 1011.0    9.4
202604201645   316  322.0    3.6  344.0    8.0  318.8    3.3    7.8    0.0    0.0    0.0    4.5    4.5  100.0  907.9 1012.9    7.8
202604201645   317   15.4    0.9   70.2    1.6  100.4    1.3   10.5    0.0    0.0    0.0    0.5    0.5   85.8 1000.0 1012.8    8.2
202604201645   318  251.9    2.8  282.2    6.0  224.0    2.8   10.9    0.0    0.0    0.0    0.0    0.0   84.3  908.9 1005.7    8.4
202604201645   319  191.7    8.2  187.6   13.2  179.4    6.1   19.7    0.0    0.0    0.0    0.0    0.0   63.7  997.7 1004.4   12.6
202604201645   320  296.6   11.7  314.8   15.4  278.9    9.7    6.5    0.0    0.0    0.0    0.0    0.0   99.1  862.1 1003.6    6.4
202604201645   321  210.0    3.9  207.7    5.7  247.7    2.9   14.6    0.0    0.0    0.0    2.0    2.0   78.2  976.8 1006.4   10.8
202604201645   322   54.1    3.0   29.1    5.0  342.2    3.5   12.5    0.0    0.0    0.0    0.0    0.0   73.6  981.9 1008.3    7.9
202604201645   323  281.6    7.1  269.4    8.8  274.9    7.2   12.9    0.0    0.0    0.0    0.5    0.5   53.2  976.2 1008.7    3.6
202604201645   324  344.8    2.8  343.5    4.7  319.6    1.8   13.9    0.0    0.0    0.0    1.5    1.5   88.2  991.2 1009.6   12.0
202604201645   325  244.0    3.6  278.0    5.9  250.9    3.4   12.9    0.0    0.0    0.5    2.0    2.0   80.0  982.6 1009.9    9.5
202604201645   326   74.5    1.1  120.4    1.9  118.4    1.4   13.3    0.0    0.0    0.0    0.0    0.0   77.9  985.6 1008.2    9.5
202604201645   327  313.0    2.7  320.5    4.0  308.8    1.7   13.7    0.0    0.0    0.0    0.0    0.0   81.5  998.6 1010.1   10.6
202604201645   328  337.1    5.9  317.4    9.1  332.4    5.9   18.9    0.0    0.0    0.0    0.0    0.0   69.7 1004.7 1011.8   13.2
202604201645   329  290.0    2.8  283.1    4.0  268.0    2.8   12.2    0.0    0.0    0.5    1.5    1.5   98.6  969.2 1013.5   12.0
202604201645   330  298.5    4.5  285.1    6.0  286.1    3.9   13.2    0.0    0.0    0.5    1.0    1.0   98.8  996.3 1013.5   13.0
202604201645   331  316.3    6.5  295.4    8.7  307.9    6.3   15.5    0.0    0.0    0.0    0.0    0.0   89.0  960.6 1010.3   13.7
202604201645   332  194.0    5.6  217.0    9.2  205.7    4.5   21.6    0.0    0.0    0.0    0.0    0.0   47.7  998.2 1003.8   10.0
202604201645   333  172.7    2.7  138.3    5.2  208.2    3.5   21.7    0.0    0.0    0.0    0.0    0.0   49.3 1001.3 1003.1   10.6
202604201645   334  223.4    2.6  204.6    4.7  229.6    3.3   21.5    0.0    0.0    0.0    0.0    0.0   44.2  998.8 1001.6    8.8
202604201645   335  274.7    6.3  278.7    8.9  266.4    4.1   11.9    0.0    0.0    0.0    2.0    2.0   86.2  961.7 1009.2    9.7
202604201645   336  209.6    6.8  212.3    9.1  215.0    5.4   14.0    0.0    0.0    0.0    0.0    0.0   85.3  983.9 1008.7   11.6
202604201645   337  257.0    3.6  262.7    5.7  255.2    2.9   13.2    0.0    0.0    0.0    1.0    1.0   85.6  985.4 1009.3   10.8
202604201645   338  179.8    1.8  178.9    2.9  192.8    2.4   11.6    0.0    0.0    0.0    2.0    2.0  100.0  952.9 1009.6   11.6
202604201645   339  223.8    1.8  232.1    4.6  238.8    1.7   13.3    0.0    0.0    0.0    0.5    0.5   89.4  979.6 1009.2   11.6
202604201645   340  272.8    1.6  292.3    3.1  218.2    1.5   14.6    0.0    0.0    0.0    0.0    0.0   90.7  993.1 1009.3   13.1
202604201645   341  261.6    3.9  279.0    5.0  255.3    3.5    9.7    0.0    0.0    0.0    2.0    2.0   86.8 1009.8 1013.8    7.6
202604201645   342  331.8    2.8  344.8    3.7  329.9    2.4   11.7    0.0    0.0    0.0    0.0    0.0   82.8 1007.2 1013.1    8.9
202604201645   343  288.6    1.9  303.5    3.8  280.4    2.1   15.3    0.0    0.0    0.0    0.0    0.0   45.7  999.9 1009.9    3.7
202604201645   344  233.0    2.0  291.0    3.2  244.4    2.9   13.6    1.0    0.0    0.5    1.5    1.5   85.0  996.5 1010.3   11.1
202604201645   345  204.4    3.5  202.7    5.4  231.1    4.5   13.9    0.0    0.0    0.0    0.5    0.5   83.2  994.9 1007.8   11.1
202604201645   346  281.6    8.2  282.7   13.5  299.6    9.6   20.8    0.0    0.0    0.0    0.0    0.0   52.7  996.6 1002.7   10.8
202604201645   347  174.8    0.6  153.7    1.7  253.0    0.9   12.4    0.0    0.0    0.0    0.5    0.5   80.6  992.3 1010.4    9.2
202604201645   348  236.7    5.0  260.7   10.3  239.2    4.2   21.3    0.0    0.0    0.0    0.0    0.0   51.9 1002.3 1003.0   11.0
202604201645   349  267.3    2.7  251.0    3.6  266.0    3.0   13.6    0.0    0.0    0.0    0.0    0.0   76.4  974.9 1007.1    9.5
202604201645   350  256.3    4.0  281.3    6.5  234.2    3.2   12.6    0.0    0.0    0.0    0.5    0.5   71.5  935.0 1004.6    7.6
202604201645   351  253.0  -99.6  -99.2  -99.2  -99.9  -99.9   14.1    0.0    0.0    0.0    0.0    0.0  -99.7  -99.7  -99.9  -99.9
202604201645   352  287.0  -99.6  -99.2  -99.2  248.1    2.6   14.1  -99.2    0.0    0.0    0.0    0.0  -99.2  -99.7  -99.9  -99.9
202604201645   355  253.4    2.3  274.5    9.3  253.9    3.7   11.3    0.0    0.0    0.0    0.5    0.5   76.8  500.0  -99.9    7.4
202604201645   356  253.4    3.5  257.6   12.6  246.0    4.8   10.6  -99.2    0.0    0.0    0.0    0.0   71.1  500.2  -99.9    5.6
202604201645   358  319.9    4.1  287.5   10.5  285.8    4.6   10.9    0.0    0.0    0.0    0.5    0.5   71.2  500.0  -99.9    5.9
202604201645   359  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.2  -99.9  -99.9  -99.9  -99.9
202604201645   360   29.5    0.4  223.2    8.6  248.5    1.8   13.5    0.0    0.0    0.0    3.0    3.0   68.1  500.0  -99.9    7.7
202604201645   361  346.2    1.4  292.1    9.4  303.3    2.7   14.5    0.0    0.0    0.0    0.0    0.0   66.5  500.0  -99.9    8.3
202604201645   363  208.6    4.8  213.5    6.6  227.4    3.8   17.6    0.0    0.0    0.0    0.0    0.0   62.7  990.6 1006.8   10.4
202604201645   364  314.9    2.1  153.6    8.7  274.7    2.3   13.3    0.0    0.0    0.0    0.5    0.5   57.1  500.0  -99.9    5.0
202604201645   365  239.1  -99.2  239.1  -99.2  -99.9  -99.9   12.6  -99.2    0.0    0.0    0.0    0.0  -99.2  -99.7  -99.9  -99.9
202604201645   366  263.1    2.2  283.1    8.1  262.8    2.4   12.7    0.0    0.0    0.0    0.0    0.0   66.4  500.0  -99.9    6.6
202604201645   367  252.8    5.5  231.2   13.7  240.7    5.1   12.7    0.0    0.0    0.0    0.0    0.0   53.3  500.0  -99.9    3.4
