#START7777
#--------------------------------------------------------------------------------------------------
#  WD1    : 1분 평균 풍향 (degree) : 0-N, 90-E, 180-S, 270-W, 360-무풍 
#  WS1    : 1분 평균 풍속 (m/s) 
#  WDS    : 최대 순간 풍향 (degree) 
#  WSS    : 최대 순간 풍속 (m/s) 
#  WD10   : 10분 평균 풍향 (degree) 
#  WS10   : 10분 평균 풍속 (m/s) 
#  TA     : 1분 평균 기온 (C) 
#  RE     : 강수감지 (0-무강수, 0이 아니면-강수) 
#  RN-15m : 15분 누적 강수량 (mm) 
#  RN-60m : 60분 누적 강수량 (mm) 
#  RN-12H : 12시간 누적 강수량 (mm) 
#  RN-DAY : 일 누적 강수량 (mm) 
#  HM     : 1분 평균 상대습도 (%) 
#  PA     : 1분 평균 현지기압 (hPa) 
#  PS     : 1분 평균 해면기압 (hPa) 
#  TD     : 이슬점온도 (C) 
#  *) -50 이하면 관측이 없거나, 에러처리된 것을 표시 
#--------------------------------------------------------------------------------------------------
# YYMMDDHHMI   STN    WD1    WS1    WDS    WSS   WD10   WS10     TA     RE RN-15m RN-60m RN-12H RN-DAY     HM     PA     PS     TD
#        KST    ID    deg    m/s    deg    m/s    deg    m/s      C      1     mm     mm     mm     mm      %    hPa    hPa     C
202604201646   127  256.8    3.0  270.2    4.1  253.4    2.9   13.3    0.0    0.0    0.0    1.6    1.6   78.7  995.8 1009.4    9.7
202604201646   129  285.6    7.3  270.6    7.3  285.1    6.4   10.6    0.0    0.0    0.0    0.3    0.3   51.6 1009.7 1012.8    1.0
202604201646   130  266.3    4.0  266.5    4.7  249.3    3.0   22.6    0.0    0.0    0.0    0.0    0.0   47.1  999.5 1005.1   10.8
202604201646   131  270.6    1.5  270.2    2.3  279.5    1.4   14.1    0.0    0.0    0.0    0.3    0.3   74.8 1003.5 1010.5    9.7
202604201646   133  293.8    2.8  331.6    4.4  309.4    3.2   13.4    0.0    0.0    0.0    0.2    0.2   74.6 1003.5 1011.6    9.0
202604201646   135  269.7    0.1  281.5    2.2  260.1    1.9   13.8    1.0    0.0    0.4    0.4    0.4   85.9  981.0 1009.8   11.5
202604201646   136  272.0    3.3  287.1    6.4  272.0    4.4   18.3    0.0    0.0    0.0    0.0    0.0   61.6  992.2 1008.6   10.8
202604201646   137  258.1    2.4  230.0    4.1  266.8    3.5   16.6    0.0    0.0    0.0    0.0    0.0   76.1  997.0 1008.3   12.4
202604201646   138  256.8    1.6  235.0    2.6  236.5    2.1   20.6    0.0    0.0    0.0    0.0    0.0   56.0 1006.4 1006.9   11.5
202604201646   140  300.4    4.3  297.8    6.9  278.4    4.8   10.1    0.0    0.0    0.0    0.4    0.4   74.2 1010.9 1014.3    5.7
202604201646   143  330.5    4.8  317.7    5.5  300.4    3.8   20.9    0.0    0.0    0.0    0.0    0.0   54.1 1001.1 1007.4   11.3
202604201646   146  227.1    3.6  228.8    5.1  230.5    4.2   10.0    0.0    0.0    0.0    1.2    1.2   87.8 1006.1 1013.4    8.1
202604201646   151  310.0    3.8  320.0    5.0  310.0    4.1   20.9  -99.7    0.0    0.0    0.0    0.0   71.0 1006.8 1007.8   15.5
202604201646   152  287.2    1.6  288.0    3.0  285.7    2.5   20.0    0.0    0.0    0.0    0.0    0.0   70.2  997.6 1007.0   14.4
202604201646   155  186.0    1.6  275.0    2.4  197.4    1.6   20.6    0.0    0.0    0.0    0.0    0.0   70.2 1004.4 1008.5   15.0
202604201646   156  247.9    2.0  239.7    2.8  256.8    2.3   12.9    0.0    0.0    0.0    0.0    0.0   82.6 1003.5 1011.9   10.0
202604201646   159  267.4    5.2  260.0    6.2  270.1    5.4   19.2  -99.2    0.0    0.0    0.0    0.0   71.2 1000.2 1008.3   13.9
202604201646   160  309.4    1.9  315.2    2.4  280.0    1.3   15.4    0.0    0.0    0.0    0.0    0.0   91.0  949.8 1008.5   13.9
202604201646   162  280.7    3.3  249.1    5.3  258.1    4.0   19.5    0.0    0.0    0.0    0.0    0.0   68.8 1004.9 1008.5   13.6
202604201646   163  340.0    7.4   10.0   10.4  340.0    6.5   11.4  -99.7    0.0    0.0    0.0    0.0   81.0 1013.0 1014.2    8.3
202604201646   165  316.6    8.0  348.0    9.7  324.5    8.4   11.0    0.0    0.0    0.0    0.0    0.0   78.5 1008.4 1013.8    7.4
202604201646   167  320.0    3.5  340.0    4.7  310.0    4.3   19.9  -99.7    0.0    0.0    0.0    0.0   66.0 1009.5 1010.6   13.4
202604201646   168  293.3    7.6  307.2   11.0  298.3    6.8   19.7    0.0    0.0    0.0    0.0    0.0   65.2 1002.4 1010.1   13.0
202604201646   169  338.0    9.6  349.0   11.5  336.7   10.5   10.9    0.0    0.0    0.0    0.0    0.0   82.0 1005.3 1014.4    7.9
202604201646   170  285.0    4.0  308.0    7.1  294.0    5.4   15.4    0.0    0.0    0.0    0.0    0.0   74.6 1007.9 1012.1   10.9
202604201646   172  311.2    5.2  298.5    6.7  306.9    4.9   10.1    0.0    0.0    0.0    0.3    0.3   92.4 1007.6 1014.0    8.9
202604201646   174  318.7    3.9  336.7    6.7  317.5    3.8   15.5    0.0    0.0    0.0    0.3    0.3   79.4  990.3 1009.7   12.0
202604201646   175  334.7   10.1  343.3   13.7  329.0    9.3    8.2    0.0    0.0    0.0    0.0    0.0   99.9  957.1 1013.8    8.2
202604201646   177  262.7    1.6  215.3    3.2  242.8    3.1   12.4    0.0    0.0    0.0    0.1    0.1   50.1 1007.8 1011.1    2.3
202604201646   181  219.3    3.4  224.3    4.0  270.4    2.3   13.3    0.0    0.0    0.0    0.2    0.2   73.8 1007.0 1011.0    8.7
202604201646   182  260.0    2.7  270.0    3.8  280.0    3.3   13.5  -99.7    0.0    0.0    0.0    0.0   91.0 1011.3 1014.3   12.1
202604201646   184  285.9    3.5  275.3    4.1  294.5    3.8   14.0    0.0    0.0    0.6    0.6    0.6   89.6 1011.0 1013.5   12.3
202604201646   185  320.9   10.5  341.5   12.9  339.4   11.2   12.9    0.0    0.0    0.0    0.0    0.0   88.3 1004.9 1013.5   11.0
202604201646   188  254.7    2.8  309.8    8.4  280.9    5.4   18.3    0.0    0.0    0.0    1.2    1.2   74.2 1009.7 1012.1   13.6
202604201646   189   42.0    2.8   72.0    4.4   32.5    2.2   22.0    0.0    0.0    0.0    0.0    0.0   62.7 1005.6 1011.6   14.6
202604201646   192  247.0    2.0  270.2    2.6  239.7    2.3   20.5    0.0    0.0    0.0    0.0    0.0   60.4 1005.7 1009.1   12.6
202604201646   201  256.3    2.6  273.0    3.4  262.4    4.1   14.1    0.0    0.0    0.0    0.1    0.1   35.1 1005.4 1011.1   -1.1
202604201646   202  274.0    2.0  264.6    3.9  261.5    3.1   13.9    0.0    0.0    0.0    0.2    0.2   69.2 1004.0 1009.6    8.4
202604201646   203  191.3    4.1  199.8    6.4  212.0    2.8   13.1    0.0    0.0    0.0    0.1    0.1   76.2 1000.9 1010.5    9.0
202604201646   211  163.6    4.6  166.0    6.6  177.2    3.6   14.7    0.0    0.0    0.0    2.0    2.0   73.3  982.7 1006.4   10.0
202604201646   212  209.9    1.8  213.8    3.2  220.4    1.8   15.0    0.0    0.0    0.0    0.2    0.2   68.6  991.9 1008.4    9.3
202604201646   216  202.0    3.3    5.0    6.3  197.3    2.4   14.5    0.0    0.0    0.0    0.0    0.0   71.9  924.5 1005.3    9.5
202604201646   217  181.5    3.6  222.7    6.7  191.3    3.6   14.8    1.0    0.0    0.2    0.2    0.2   73.6  970.9 1007.2   10.1
202604201646   221  245.5    3.1  253.3    4.5  247.4    3.7   13.2    0.0    0.0    0.4    1.3    1.3   81.7  977.8 1008.9   10.1
202604201646   226  313.8    2.0  306.7    2.6  298.8    2.5   13.9    0.0    0.0    0.2    0.5    0.5   84.6  990.2 1010.5   11.4
202604201646   229  302.2   12.6  306.2   15.9  305.5   12.0    8.2    0.0    0.0    0.0    0.0    0.0   59.7 1000.0 1012.7    0.8
202604201646   230  277.4    8.5  279.0   11.4  278.7    7.7    9.7    0.0    0.0    0.0    0.0    0.0   61.2 1011.9 1013.4    2.6
202604201646   232  272.0    2.0  273.0    3.2  263.9    2.8   11.8    0.0    0.0    0.0    0.4    0.4   78.2 1001.5 1011.7    8.1
202604201646   235   19.0    0.8  198.0    2.1  333.6    1.1   10.6    0.0    0.0    0.0    0.3    0.3   69.5 1011.7 1012.9    5.3
202604201646   236  287.4    2.7  278.6    5.2  274.5    2.5   12.8    0.0    0.0    0.0    0.0    0.0   56.1 1011.1 1012.7    4.3
202604201646   238  241.3    2.2  258.8    3.2  242.5    2.0   13.5    0.0    0.0    0.0    0.5    0.5   85.1  990.4 1010.5   11.0
202604201646   239  252.3    0.0  214.7    0.0  204.1    1.1   11.9    0.0    0.0    0.0    0.2    0.2   81.2 1000.4 1011.1    8.8
202604201646   243  293.2    2.6  267.3    3.6  301.6    3.3   10.6    0.0    0.0    0.0    0.2    0.2   69.1 1012.7 1014.2    5.2
202604201646   244  346.2    2.1    8.3    2.9  345.7    2.3   11.5    0.0    0.0    0.0    0.0    0.0   84.5  982.8 1012.2    9.0
202604201646   245  303.0    3.6  330.0    5.4  328.3    3.5   10.6    0.0    0.0    0.0    0.3    0.3   81.3 1005.9 1014.2    7.5
202604201646   247  359.2    1.2  104.0    2.4  332.8    1.6   13.4    0.0    0.0    0.0    0.0    0.0   77.1  995.8 1011.7    9.5
202604201646   248  334.1    2.3  323.7    3.5  317.5    2.3   13.2    0.0    0.0    0.0    0.0    0.0   86.6  963.7 1011.2   11.0
202604201646   251  338.3    4.1  326.5    7.3  317.6    3.6   11.1    0.0    0.0    0.0    0.8    0.8   82.0 1006.5 1013.6    8.1
202604201646   252  333.9    2.6  331.8    4.2  334.5    3.3   10.1    0.0    0.0    0.0    0.0    0.0   77.0 1009.9 1014.4    6.3
202604201646   253  290.4    2.6  290.0    3.4  264.6    2.4   20.6    0.0    0.0    0.0    0.0    0.0   67.9 1002.6 1008.9   14.5
202604201646   254  343.1    2.9  207.3    3.9  325.9    3.4   13.0    0.0    0.0    0.0    0.0    0.0   75.6  997.3 1012.7    8.8
202604201646   255  121.5    1.1  121.5    1.8  171.8    1.3   19.6    1.0    0.0    0.0    0.0    0.0   76.9 1002.4 1008.3   15.4
202604201646   257  218.1    3.6  223.8    4.8  211.4    3.2   20.5    1.0    0.0    0.0    0.0    0.0   73.8 1006.7 1007.4   15.7
202604201646   258  296.3    5.1  298.9    6.2  296.6    4.3   17.0    0.0    0.0    0.0    0.0    0.0   80.5 1011.5 1011.7   13.6
202604201646   259  280.7    4.3  310.1    7.2  283.4    3.8   14.4    0.0    0.0    0.0    0.0    0.0   77.7 1010.7 1012.6   10.6
202604201646   260  123.2    2.7  290.0    2.8   41.1    3.3   15.0    0.0    0.0    0.0    0.0    0.0   85.2 1006.9 1012.1   12.5
202604201646   261  294.3    7.6  289.8    8.7  297.9    4.8   12.2    0.0    0.0    0.0    0.0    0.0   87.2 1012.1 1014.1   10.1
202604201646   262  189.0    1.4  329.0    3.1   57.8    1.7   17.7    0.0    0.0    0.0    0.0    0.0   76.4 1004.9 1011.0   13.5
202604201646   263  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.2  -99.9  -99.9  -99.9  -99.9
202604201646   264  316.0    4.2  317.9    5.3  327.9    4.0   15.9    1.0  -99.9  -99.9  -99.9  -99.2   74.0  993.0 1010.9   11.3
202604201646   266  245.7    4.1  262.4    6.0  259.8    3.8   19.4    0.0    0.0    0.0    0.0    0.0   72.2 1000.1 1010.4   14.3
202604201646   268   31.4    5.0  339.3    7.5  323.6    4.3   11.9    0.0    0.0    0.0    0.0    0.0   78.4 1011.9 1013.1    8.3
202604201646   269   50.8    3.7   34.2    5.6   40.9    1.9    9.7    0.0    0.0    0.0    0.3    0.3   84.7 1011.6 1015.0    7.2
202604201646   271  295.1    4.5  306.7    6.4  289.9    2.9   17.7    0.0    0.0    0.0    0.0    0.0   63.7  969.3 1006.6   10.7
202604201646   272  238.7    2.1  244.8    4.1  267.5    2.2   16.2    0.0    0.0    0.0    0.0    0.0   78.8  982.9 1007.5   12.5
202604201646   273  302.1    4.5  315.2    6.4  302.7    4.0   16.6    0.0    0.0    0.0    0.0    0.0   75.1  987.7 1007.9   12.2
202604201646   276  291.2    4.8  276.3    5.9  294.4    5.3   18.6    0.0    0.0    0.0    0.0    0.0   63.8  982.7 1006.8   11.6
202604201646   277  304.8    5.6  309.6    8.1  294.1    5.3   21.5    0.0    0.0    0.0    0.0    0.0   52.1 1001.6 1006.3   11.3
202604201646   278  306.3    1.7  301.2    2.4  304.2    1.7   19.1    0.0    0.0    0.0    0.0    0.0   65.2  997.8 1007.3   12.4
202604201646   279  312.0    2.6  244.5    4.6  303.3    3.3   18.0    1.0    0.0    0.0    0.0    0.0   67.9 1003.2 1009.0   12.0
202604201646   281  315.0    2.8  323.7    4.9  295.3    1.9   19.6    0.0    0.0    0.0    0.0    0.0   63.4  997.0 1008.1   12.5
202604201646   283  286.8    2.8  288.7    3.3  287.1    2.6   20.3    0.0    0.0    0.0    0.0    0.0   63.3 1003.0 1007.7   13.1
202604201646   284  305.9    2.7  301.9    6.7  315.8    4.3   17.8    0.0    0.0    0.0    0.0    0.0   70.9  982.3 1008.8   12.5
202604201646   285  244.5    1.0  239.1    1.7  228.9    1.1   20.3    0.0    0.0    0.0    0.0    0.0   63.8 1006.0 1009.1   13.2
202604201646   288  282.3    1.3  245.9    2.8  252.9    2.7   21.5    0.0    0.0    0.0    0.0    0.0   63.3 1005.6 1006.6   14.2
202604201646   289  307.4    2.7  326.5    4.4  313.7    3.1   17.8    0.0    0.0    0.0    0.0    0.0   72.6  994.6 1010.7   12.8
202604201646   294  248.6    2.2  247.6    3.2  241.0    2.3   19.9    0.0    0.0    0.0    0.0    0.0   69.9 1004.3 1009.5   14.2
202604201646   295  293.8    1.8  317.7    2.5  315.1    2.2   20.0    0.0    0.0    0.0    0.0    0.0   65.0 1004.6 1009.9   13.2
202604201646   296  221.7    3.5  212.5    4.4  199.3    3.3   20.3    0.0    0.0    0.0    0.0    0.0   78.7 1007.3 1007.6   16.5
202604201646   300  335.3   11.0  343.5   12.3  340.0   10.3    9.8    0.0    0.0    0.0    0.5    0.5   70.4 1008.5 1013.9    4.7
202604201646   301  320.0    4.9  337.0    6.7  325.5    3.2   10.7    0.0    0.0    0.0    0.0    0.0   80.5 1013.0 1014.1    7.5
202604201646   302  357.0    3.4   26.0    5.2    2.4    4.8   12.0    0.0    0.0    0.0    0.0    0.0   81.1 1013.5 1014.2    8.9
202604201646   303  311.2   13.5  312.3   17.1  310.0   13.3   10.4    0.0    0.0    0.0    0.0    0.0   87.2 1001.2 1014.0    8.4
202604201646   304  347.0    4.6    1.0    6.3  353.7    6.6   15.5    0.0  -99.9  -99.9  -99.9  -99.2   79.1 1009.2 1012.2   11.9
202604201646   305   70.2    3.4   70.2    4.9   70.2    3.6   14.9    0.0    0.0    0.0    0.0    0.0   90.8 1009.0 1013.2   13.4
202604201646   306  268.9    4.1  260.4    6.1  254.8    4.1   19.1    0.0    0.0    0.0    0.0    0.0   70.8 1009.0 1009.4   13.7
202604201646   308  332.1    9.3  330.4   10.5  337.7    8.6   11.3    0.0  -99.9  -99.9  -99.9  -99.2   91.2 1012.1 1013.1    9.9
202604201646   309  289.0    3.4  273.3    5.9  281.5    3.4   14.8    0.0    0.0    0.0    0.0    0.0   27.1 1007.3 1010.3   -4.0
202604201646   310  181.8    3.2  190.0    4.1  127.4    3.0   21.7    0.0    0.0    0.0    0.0    0.0   50.7 1001.8 1003.4   11.0
202604201646   311  146.0    2.9  166.0    3.6  161.8    1.0   15.5    0.0    0.0    0.0    0.0    0.0   71.1  941.0 1010.0   10.3
202604201646   312  201.5    3.2  180.8    4.6  207.3    1.8   18.8    0.0    0.0    0.0    0.0    0.0   60.8  976.8 1006.9   11.1
202604201646   313  238.0    3.0  307.0    5.2  250.1    2.3   19.9    0.0    0.0    0.0    0.0    0.0   68.8 1000.1 1008.2   14.0
202604201646   314  258.5    6.7  262.2   10.7  264.5    6.6    6.0    1.0    0.0    1.0    1.5    1.5   99.6  841.5 1009.6    5.9
202604201646   315  328.0    2.4   47.0    4.5  333.4    2.0    9.5    1.0    0.5    0.5    2.5    2.5   98.4  888.2 1011.0    9.3
202604201646   316  325.0    3.3  349.0    6.8  319.4    3.4    7.7    0.0    0.0    0.0    4.5    4.5  100.0  908.0 1013.0    7.7
202604201646   317  320.5    0.8  278.6    1.3   89.1    1.3   10.6    0.0    0.0    0.0    0.5    0.5   84.9 1000.0 1012.8    8.2
202604201646   318  218.0    4.7  214.4    8.3  218.8    3.1   10.8    0.0    0.0    0.0    0.0    0.0   84.9  909.0 1005.8    8.4
202604201646   319  182.4    7.4  179.9    9.8  178.8    6.4   19.8    0.0    0.0    0.0    0.0    0.0   62.6  997.6 1004.3   12.5
202604201646   320  297.7    8.1  303.4   12.0  280.7    9.5    6.5    0.0    0.0    0.0    0.0    0.0   98.1  862.6 1004.2    6.2
202604201646   321  218.1    3.4  224.8    4.6  243.6    3.0   14.6    0.0    0.0    0.0    2.0    2.0   78.0  976.9 1006.5   10.8
202604201646   322  308.5    2.7  291.6    3.6  327.6    3.5   12.7    0.0    0.0    0.0    0.0    0.0   74.3  981.9 1008.2    8.2
202604201646   323  283.9    6.1  280.3    9.6  276.3    7.2   13.0    0.0    0.0    0.0    0.5    0.5   55.8  976.2 1008.6    4.4
202604201646   324   45.1    2.8   42.0    4.2  322.7    1.9   13.9    1.0    0.0    0.0    1.5    1.5   87.2  991.1 1009.5   11.8
202604201646   325  246.0    3.1  261.0    5.0  250.4    3.2   12.9    0.0    0.0    0.5    2.0    2.0   79.2  982.6 1009.9    9.4
202604201646   326  116.7    2.0  115.5    3.0  111.8    1.4   13.5    0.0    0.0    0.0    0.0    0.0   77.0  985.6 1008.1    9.5
202604201646   327  316.5    2.8  323.2    3.5  309.7    1.8   13.6    0.0    0.0    0.0    0.0    0.0   80.6  998.6 1010.1   10.3
202604201646   328  323.9    8.9  318.4   11.6  332.0    6.1   18.9    0.0    0.0    0.0    0.0    0.0   70.2 1004.7 1011.8   13.4
202604201646   329  294.5    3.1  286.4    4.0  271.0    2.8   12.1    0.0    0.0    0.5    1.5    1.5   98.7  969.2 1013.6   11.9
202604201646   330  307.2    3.8  318.4    5.1  290.1    4.0   13.2    0.0    0.0    0.5    1.0    1.0   98.2  996.3 1013.5   12.9
202604201646   331  323.7    6.6  323.0    9.5  309.6    6.3   15.5    0.0    0.0    0.0    0.0    0.0   89.6  960.6 1010.3   13.8
202604201646   332  190.4    4.6  189.5    5.5  204.4    4.6   21.4    0.0    0.0    0.0    0.0    0.0   47.6  998.1 1003.8    9.8
202604201646   333  159.9    5.1  188.7    9.8  196.3    3.6   21.8    0.0    0.0    0.0    0.0    0.0   48.3 1001.3 1003.1   10.4
202604201646   334  230.0    1.6  280.1    3.2  223.8    3.1   21.5    0.0    0.0    0.0    0.0    0.0   44.7  999.0 1001.8    9.0
202604201646   335  265.4    6.1  259.7    8.0  266.2    4.2   11.9    0.0    0.0    0.0    2.0    2.0   86.2  961.6 1009.1    9.7
202604201646   336  208.1    5.9  215.8    8.1  215.0    5.6   13.9    0.0    0.0    0.0    0.0    0.0   85.3  983.9 1008.7   11.5
202604201646   337  268.2    4.3  292.1    6.0  256.5    3.1   13.2    0.0    0.0    0.0    1.0    1.0   85.3  985.5 1009.4   10.8
202604201646   338  196.8    1.5  202.6    3.6  192.2    2.2   11.6    0.0    0.0    0.0    2.0    2.0  100.0  952.9 1009.6   11.6
202604201646   339  235.6    2.2  226.2    4.3  238.6    1.7   13.3    0.0    0.0    0.0    0.5    0.5   89.5  979.6 1009.2   11.6
202604201646   340  291.2    2.5  281.5    4.3  226.6    1.5   14.5    0.0    0.0    0.0    0.0    0.0   90.5  993.0 1009.3   13.0
202604201646   341  258.1    3.7  282.3    6.4  255.6    3.5    9.8    0.0    0.0    0.0    2.0    2.0   87.1 1009.9 1013.9    7.8
202604201646   342  335.1    3.0  329.6    4.3  326.1    2.5   11.7    0.0    0.0    0.0    0.0    0.0   82.8 1007.3 1013.2    8.9
202604201646   343  288.5    1.5  229.7    3.6  287.3    2.0   15.4    0.0    0.0    0.0    0.0    0.0   46.5  999.9 1009.9    4.0
202604201646   344  241.0    2.4  292.0    3.5  243.1    2.7   13.6    1.0    0.0    0.5    1.5    1.5   84.0  996.5 1010.3   10.9
202604201646   345  215.1    5.2  215.7    5.9  229.5    4.7   13.9    1.0    0.0    0.0    0.5    0.5   82.8  994.9 1007.8   11.0
202604201646   346  304.1   13.7  310.8   19.7  299.7   10.0   20.7    0.0    0.0    0.0    0.0    0.0   51.6  996.4 1002.5   10.4
202604201646   347  214.5    3.3  242.8    4.3  248.1    1.1   12.3    0.0    0.0    0.0    0.5    0.5   79.9  992.3 1010.4    8.9
202604201646   348  262.7    6.8  257.0    9.2  237.8    4.5   21.1    0.0    0.0    0.0    0.0    0.0   51.1 1002.5 1003.2   10.6
202604201646   349  260.8    2.7  237.9    5.1  264.1    3.0   13.9    0.0    0.0    0.0    0.0    0.0   76.6  974.8 1007.0    9.9
202604201646   350  221.6    2.4  230.6    3.1  231.6    3.1   12.4    0.0    0.0    0.0    0.5    0.5   73.5  935.1 1004.8    7.8
202604201646   351  279.0    6.0  -99.2  -99.2  -99.9  -99.9   14.1    0.0    0.0    0.0    0.0    0.0  -99.7  -99.7  -99.9  -99.9
202604201646   352  295.0    2.6  -99.2  -99.2  248.0    2.5   13.9  -99.2    0.0    0.0    0.0    0.0  -99.2  -99.7  -99.9  -99.9
202604201646   355  251.7    6.3  274.5    9.3  259.7    4.0   11.3    0.0    0.0    0.0    0.5    0.5   77.5  500.0  -99.9    7.5
202604201646   356  255.5    5.4  257.6   12.6  246.5    4.9   10.6  -99.2    0.0    0.0    0.0    0.0   71.1  500.2  -99.9    5.6
202604201646   358  293.5    4.5  287.5   10.5  287.1    4.7   10.9    0.0    0.0    0.0    0.5    0.5   70.6  500.0  -99.9    5.8
202604201646   359  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.2  -99.9  -99.9  -99.9  -99.9
202604201646   360  146.6    1.1  223.2    8.6  233.2    1.6   13.6    0.0    0.0    0.0    3.0    3.0   67.3  500.0  -99.9    7.7
202604201646   361  247.8    5.7  292.1    9.4  297.0    3.1   14.6    0.0    0.0    0.0    0.0    0.0   67.7  500.0  -99.9    8.7
202604201646   363  253.1    3.6  219.9    5.1  229.3    3.9   17.6    0.0    0.0    0.0    0.0    0.0   62.7  990.6 1006.8   10.4
202604201646   364  324.1    5.4  153.6    8.7  283.0    2.5   13.2    0.0    0.0    0.0    0.5    0.5   56.9  500.0  -99.9    4.8
202604201646   365  213.8  -99.2  213.8  -99.2  -99.9  -99.9   12.6  -99.2    0.0    0.0    0.0    0.0  -99.2  -99.7  -99.9  -99.9
202604201646   366  241.8    2.5  283.1    8.1  257.3    2.2   12.8    0.0    0.0    0.0    0.0    0.0   66.6  500.0  -99.9    6.7
202604201646   367  241.8    3.8  231.2   13.7  240.4    4.7   12.7    0.0    0.0    0.0    0.0    0.0   54.1  500.0  -99.9    3.7
