#START7777
#2345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234
# YYMMDDHHMI STN  WD   WS GST  GST  GST     PA     PS PT    PR    TA    TD    HM    PV     RN     RN     RN     RN     SD     SD     SD WC WP WW                      CA  CA   CH CT        CT  CT  CT    VS   SS    SI ST    TS    TE    TE    TE    TE  ST   WH BF IR IX
#        KST  ID  16  m/s  WD   WS   TM    hPa    hPa  -   hPa     C     C     %   hPa     mm    DAY    JUN    INT    HR3    DAY    TOT -- -- ---------------------- TOT MID  MIN -------- TOP MID LOW                  GD     C     5    10    20    30 SEA    m --  -  -
202603021400 252   5  1.8  -9 -9.0   -9 1008.1 1012.6 -9  -9.0   9.0   6.6  85.0   9.7   -9.0   14.2   14.2   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   0   -9 -         -9  -9  -9  1344  0.0  0.52 -9  11.1   9.8   8.6   8.0   7.9  -9 -9.0 -9  1 -9
202603021400 253  34  1.8  -9 -9.0   -9 1012.8 1019.5 -9  -9.0   7.1   4.9  86.0   8.7   -9.0    4.7    4.7   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10  10    4 -         -9  -9  -9  1273 -9.0 -9.00 -9   9.0   8.6   8.8   8.6   9.1  -9 -9.0 -9  1 -9
202603021400 254  14  3.4  -9 -9.0   -9  998.7 1014.5 -9  -9.0   7.5   4.2  80.0   8.2   -9.0    9.4    9.4   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   7    4 -         -9  -9  -9  1651  0.0  0.54 -9   9.8   8.5   8.0   7.7   7.8  -9 -9.0 -9  1 -9
202603021400 255   2  2.4  -9 -9.0   -9 1012.2 1018.5 -9  -9.0   8.0   5.2  83.0   8.8   -9.0   12.5   12.5   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   9    6 -         -9  -9  -9  1041  0.0  0.18 -9   7.1   7.2   7.5   7.4   7.3  -9 -9.0 -9  1 -9
202603021400 257   7  5.5   7 14.0 1349 1016.8 1017.6 -9  -9.0   8.3   5.7  84.0   9.2   -9.0    3.9    3.9   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   2   -9 -         -9  -9  -9  1215  0.0  0.27 -9   8.2   7.8   7.3   6.7   6.7  -9 -9.0 -9  1 -9
202603021400 258   9  8.7  11 12.0 1321 1014.0 1014.2 -9  -9.0   7.7   5.4  86.0   9.0   -9.0   16.6   16.6   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   8    6 -         -9  -9  -9  1961  0.0  0.60 -9   8.8   7.2   7.7   8.0   8.3  -9 -9.0 -9  1 -9
202603021400 259   9  5.0   9 13.0 1302 1009.7 1011.7 -9  -9.0   8.0   6.2  89.0   9.5   -9.0   18.8   18.8   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   1    6 -         -9  -9  -9  2287  0.0  0.44 -9   7.9   8.3   8.2   8.3   9.0  -9 -9.0 -9  1 -9
202603021400 260  11  5.1  14 13.0 1314 1007.1 1012.5 -9  -9.0   8.1   5.5  84.0   9.0   -9.0   12.5   12.5   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   3    6 -         -9  -9  -9  2965  0.0 -9.00 -9   9.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202603021400 261   9 11.1   9 23.0 1311 1009.0 1011.0 -9  -9.0   8.0   5.9  87.0   9.3   -9.0   15.0   15.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   7    5 -         -9  -9  -9  3036  0.0 -9.00 -9   8.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202603021400 262   5  4.6  -9 -9.0   -9 1007.0 1013.4 -9  -9.0   7.2   5.8  91.0   9.2   -9.0   21.2   21.2   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10  10    3 -         -9  -9  -9  1957  0.0  0.34 -9   8.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202603021400 263   2  2.7  -9 -9.0   -9 1016.8 1018.5 -9  -9.0   6.0   2.6  79.0   7.4   -9.0    6.9    6.9   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   6    2 -         -9  -9  -9  2932  0.0  0.49 -9   9.2   8.5   7.7   7.7   8.8  -9 -9.0 -9  1 -9
202603021400 264  16  1.2  -9 -9.0   -9 1000.7 1019.4 -9  -9.0   5.8   2.6  80.0   7.4   -9.0   10.9   10.9   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10  10    2 -         -9  -9  -9  2009  0.0  0.23 -9   7.3   7.2   7.1   7.2   7.7  -9 -9.0 -9  1 -9
202603021400 266   7  7.3   7 16.0 1335 1004.9 1015.7 -9  -9.0   6.4   5.6  95.0   9.1   -9.0   14.3   14.3   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   1    2 -         -9  -9  -9  1458  0.0  0.65 -9   9.0   9.3   8.1   8.3   8.5  -9 -9.0 -9  1 -9
202603021400 268   5  3.6  -9 -9.0   -9 1007.9 1009.1 -9  -9.0   8.7   6.8  88.0   9.9   -9.0   16.5   16.5   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   8    5 -         -9  -9  -9  2446  0.0 -9.00 -9  10.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202603021400 271  16  3.0  -9 -9.0   -9  983.1 1023.0 -9  -9.0   4.1   0.7  79.0   6.4   -9.0    0.4    0.4   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   3    5 -         -9  -9  -9  1227  0.0 -9.00 -9   5.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202603021400 272  16  3.6  -9 -9.0   -9  996.6 1022.7 -9  -9.0   4.8   3.2  90.0   7.7   -9.0    2.2    2.2   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   9    6 -         -9  -9  -9   998  0.0 -9.00 -9   7.0 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202603021400 273  11  2.7  -9 -9.0   -9  999.8 1021.2 -9  -9.0   4.8   3.9  94.0   8.1   -9.0    6.1    6.1   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   9    2 -         -9  -9  -9   893  0.0 -9.00 -9   7.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202603021400 276  11  3.2  -9 -9.0   -9  995.9 1021.5 -9  -9.0   5.9   1.7  75.0   6.9   -9.0    1.6    1.6   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   5    2 -         -9  -9  -9  2387  0.0  0.26 -9   6.5   5.6   5.5   5.5   4.9  -9 -9.0 -9  1 -9
202603021400 277   5  5.3   5 11.0 1306 1018.4 1023.4 -9  -9.0   7.5   3.9  78.0   8.1   -9.0    0.4    0.4   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   8    4 -         -9  -9  -9  2971  0.0 -9.00 -9   8.0 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202603021400 278   5  1.7  -9 -9.0   -9 1010.4 1020.5 -9  -9.0   6.7   5.0  89.0   8.7   -9.0    3.7    3.7   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   5    8 -         -9  -9  -9  1413  0.0 -9.00 -9   8.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202603021400 279  14  0.7  -9 -9.0   -9 1014.7 1020.8 -9  -9.0   6.3   4.1  86.0   8.2   -9.0    6.3    6.3   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10  10    6 -         -9  -9  -9  1728  0.0  0.47 -9   8.9 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202603021400 281   9  3.6  -9 -9.0   -9 1009.4 1021.2 -9  -9.0   7.3   4.4  82.0   8.4   -9.0    1.1    1.1   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   9    5 -         -9  -9  -9  1666  0.0 -9.00 -9   7.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202603021400 283   5  4.6   2 11.0 1336 1016.7 1021.7 -9  -9.0   7.5   4.6  82.0   8.5   -9.0    1.9    1.9   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   4    2 -         -9  -9  -9  1094  0.0  0.32 -9   7.6   7.5   7.5   7.3   7.4  -9 -9.0 -9  1 -9
202603021400 284   9  4.7  -9 -9.0   -9  990.7 1018.7 -9  -9.0   5.4   2.3  81.0   7.2   -9.0    6.7    6.7   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   9    8 -         -9  -9  -9  3646  0.0  0.35 -9   6.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202603021400 285   5  1.8  -9 -9.0   -9 1016.4 1019.7 -9  -9.0   6.9   5.6  92.0   9.1   -9.0    8.7    8.7   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10  10    4 -         -9  -9  -9  2281  0.0 -9.00 -9   7.9 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202603021400 288   2  1.6  -9 -9.0   -9 1016.9 1017.9 -9  -9.0   8.1   4.6  79.0   8.5   -9.0    2.8    2.8   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   7    8 -         -9  -9  -9  1770  0.0  0.38 -9   9.7 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202603021400 289  16  1.2  -9 -9.0   -9 1002.8 1019.9 -9  -9.0   5.3   3.6  89.0   7.9   -9.0   10.6   10.6   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   8    5 -         -9  -9  -9  1683  0.0 -9.00 -9   7.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202603021400 294  11  1.9  -9 -9.0   -9 1012.4 1017.9 -9  -9.0   7.7   5.9  89.0   9.3   -9.0    4.8    4.8   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10  10    5 -         -9  -9  -9  1034  0.0 -9.00 -9   9.0 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202603021400 295  36  3.8  -9 -9.0   -9 1011.5 1017.1 -9  -9.0   6.6   5.6  94.0   9.1   -9.0   21.4   21.4   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   8    2 -         -9  -9  -9  1217  0.0 -9.00 -9   7.9 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1 -9
202603021400 296   5  6.1   5 11.0 1317 1017.6 1018.0 -9  -9.0   8.3   5.9  85.0   9.3   -9.0    1.9    1.9   -9.0   -9.0   -9.0   -9.0 61 66 01                      10   8    7 StNs      -9   2   7  2227  0.0  0.33 -9   8.4 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  4  1
#7777END
